Genes	GO.ID_MF	Term_MF	Annotated_MF	Significant_MF	Expected_MF	Rank in classicFisher_MF	classicFisher_MF	elimFisher_MF	weight01Fisher_MF	parentchildFisher_MF	weightFisher_MF	leaFisher_MF
gbgene16235	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene16237	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene16239	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene16240	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene16241	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene17201	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene17825	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene17827	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene17828	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene18089	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene18205	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene19718	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene19994	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene20154	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene2114	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene2654	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene2655	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene3154	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene4262	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene4263	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene4264	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene4266	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene4292	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene5736	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene6556	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene6558	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene6774	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene7409	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene7853	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene81	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene8450	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene9001	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene9002	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbman.GBUE003526-PA.1	GO:0051959	dynein light intermediate chain binding	39	1	0.25	28	0.221	0.221	0.221	0.0296	0.221	0.221
gbgene5691	GO:0097493	structural molecule activity conferring elasticity	5	3	0.03	6	2.5e-06	2.5e-06	2.5e-06	0.0024	2.5e-06	2.5e-06
gbman.GBUE017915-PA.1	GO:0097493	structural molecule activity conferring elasticity	5	3	0.03	6	2.5e-06	2.5e-06	2.5e-06	0.0024	2.5e-06	2.5e-06
gbman.GBUE017916-PA.1	GO:0097493	structural molecule activity conferring elasticity	5	3	0.03	6	2.5e-06	2.5e-06	2.5e-06	0.0024	2.5e-06	2.5e-06
gbman.GBUE017917-PA.1	GO:0097493	structural molecule activity conferring elasticity	5	3	0.03	6	2.5e-06	2.5e-06	2.5e-06	0.0024	2.5e-06	2.5e-06
gbman.GBUE017918-PA.1	GO:0097493	structural molecule activity conferring elasticity	5	3	0.03	6	2.5e-06	2.5e-06	2.5e-06	0.0024	2.5e-06	2.5e-06
