Genes	GO.ID_BP	Term_BP	Annotated_BP	Significant_BP	Expected_BP	Rank in classicFisher_BP	classicFisher_BP	elimFisher_BP	weight01Fisher_BP	parentchildFisher_BP	weightFisher_BP	leaFisher_BP
gbman.GBUE002891-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE002896-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE002901-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE002952-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE003142-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE003237-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE003256-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE003526-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE003632-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE003921-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE003969-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE004250-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE004880-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE004915-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE005269-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE005770-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE005831-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE005834-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE006197-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE006214-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE006282-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE006285-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE006286-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE006515-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE006516-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE006773-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE006878-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE007007-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE007015-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE007150-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE007157-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE007337-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE007380-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE007392-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE007652-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE007719-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE007864-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE007875-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE007948-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE008135-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE008233-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE008276-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE008299-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE008607-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE008608-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE008784-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE008804-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE008994-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE009134-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE009155-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE009289-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE009560-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE009611-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE009623-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE009648-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE009708-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE009720-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE009909-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE010205-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE010308-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE010321-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE010739-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE010930-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE010966-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE011146-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE011673-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE011870-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE011966-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE012577-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE012834-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE012840-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE013023-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE013024-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE013026-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE013027-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE013028-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE013030-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE013068-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE013144-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE013303-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE013482-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE013809-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE013889-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE014079-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE014232-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE014417-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE014422-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE014485-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE014608-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE014792-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE015041-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE015084-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE015370-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE015558-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE015721-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE015741-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE015741-PA.2	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE015742-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE015742-PA.2	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE015863-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE016088-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE016392-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE017007-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE017307-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE017667-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE017750-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE017769-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE017968-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE017974-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE018060-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE018680-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE018728-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE018946-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE018956-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE019200-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE019508-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE019616-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE019823-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE019859-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020222-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020300-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020314-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020348-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020490-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020541-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020810-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020942-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020960-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020962-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020965-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020968-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020975-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020980-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE020994-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021001-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021005-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021006-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021010-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021017-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021038-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021072-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021075-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021082-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021083-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021084-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021085-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021089-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021097-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021098-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021099-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021101-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021106-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021108-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021109-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021143-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021154-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021158-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021174-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021186-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021187-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
gbman.GBUE021212-PA.1	GO:0032504	multicellular organism reproduction	1310	9	8.15	121	0.430	0.430	0.00043	0.9841	1.000	0.747
