Genes	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	GO_ID_BP	Term_BP	Annotated_BP	Significant_BP	Expected_BP	Rank_in_classicFisher_BP	classicFisher_BP	elimFisher_BP	weight01Fisher_BP	parentchildFisher_BP	weightFisher_BP	leaFisher_BP	GO_ID_CC	Term_CC	Annotated_CC	Significant_CC	Expected_CC	Rank_in_classicFisher_CC	classicFisher_CC	elimFisher_CC	weight01Fisher_CC	parentchildFisher_CC	weightFisher_CC	leaFisher_CC	GO_ID_MF	Term_MF	Annotated_MF	Significant_MF	Expected_MF	Rank_in_classicFisher_MF	classicFisher_MF	elimFisher_MF	weight01Fisher_MF	parentchildFisher_MF	weightFisher_MF	leaFisher_MF
gbgene5691	1008.44178272867	-4.21309111582191	0.934932280666233	-5.28893592512826	1.23029976549518e-07	0.00161021633308009	GO:0030241	skeletal muscle myosin thick filament assembly	11	1	0.04	146	0.03663	0.03663	0.03663	0.7333	0.03663	0.03663	GO:0036379	myofilament	12	1	0.05	22	0.05275	0.05275	0.05275	0.05317	0.05275	0.05275	GO:0008307	structural constituent of muscle	18	1	0.09	28	0.0899	0.0899	0.0899	0.5355	0.0899	0.0899
gbgene5691	1008.44178272867	-4.21309111582191	0.934932280666233	-5.28893592512826	1.23029976549518e-07	0.00161021633308009	GO:0030241	skeletal muscle myosin thick filament assembly	11	1	0.04	146	0.03663	0.03663	0.03663	0.7333	0.03663	0.03663	GO:0036379	myofilament	12	1	0.05	22	0.05275	0.05275	0.05275	0.05317	0.05275	0.05275	GO:0097493	structural molecule activity conferring elasticity	14	2	0.07	5	0.00233	0.00233	0.02033	0.1088	0.00233	0.00233
gbgene7680	1173.780963874	-3.66968832343939	0.957817760649352	-5.21708440768861	1.81761444469957e-07	0.0023788937852228	GO:0010224	response to UV-B	23	7	0.08	6	6.2e-13	6.2e-13	6.2e-13	1e-04	6.2e-13	6.2e-13	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene7680	1173.780963874	-3.66968832343939	0.957817760649352	-5.21708440768861	1.81761444469957e-07	0.0023788937852228	GO:0031424	keratinization	21	7	0.07	5	3e-13	0.03029	0.03029	5.9e-13	0.03029	0.03029	GO:0001533	cornified envelope	20	7	0.09	1	1.7e-12	1.7e-12	1.7e-12	8.1e-14	1.7e-12	1.7e-12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene1300	440.610161482865	-3.74489745076695	0.956057051029668	-5.17232138074033	2.31203476824116e-07	0.00302599110467403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene2760	25.1581716770221	-4.70237394762268	0.914215232958739	-5.16113203880524	2.45460968646475e-07	0.00321259315764507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene6727	1449.33637570322	-3.98459791111237	0.944893580250906	-5.14235358307405	2.71317873575564e-07	0.00355100832935699	GO:0006629	lipid metabolic process	781	5	2.64	247	0.12039	0.12039	0.01628	0.2493	1	0.2491	GO:0002080	acrosomal membrane	13	1	0.06	23	0.05702	0.05702	0.05702	0.17333	0.05702	0.05702	GO:0004806	triglyceride lipase activity	44	3	0.23	4	0.00153	0.00153	0.00153	0.0834	0.00153	0.00153
gbgene6727	1449.33637570322	-3.98459791111237	0.944893580250906	-5.14235358307405	2.71317873575564e-07	0.00355100832935699	GO:0006629	lipid metabolic process	781	5	2.64	247	0.12039	0.12039	0.01628	0.2493	1	0.2491	GO:0002080	acrosomal membrane	13	1	0.06	23	0.05702	0.05702	0.05702	0.17333	0.05702	0.05702	GO:0008970	phospholipase A1 activity	9	2	0.05	3	0.00094	0.00094	0.00094	0.0194	0.00094	0.00094
gbgene6727	1449.33637570322	-3.98459791111237	0.944893580250906	-5.14235358307405	2.71317873575564e-07	0.00355100832935699	GO:0006629	lipid metabolic process	781	5	2.64	247	0.12039	0.12039	0.01628	0.2493	1	0.2491	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0004806	triglyceride lipase activity	44	3	0.23	4	0.00153	0.00153	0.00153	0.0834	0.00153	0.00153
gbgene6727	1449.33637570322	-3.98459791111237	0.944893580250906	-5.14235358307405	2.71317873575564e-07	0.00355100832935699	GO:0006629	lipid metabolic process	781	5	2.64	247	0.12039	0.12039	0.01628	0.2493	1	0.2491	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	GO:0008970	phospholipase A1 activity	9	2	0.05	3	0.00094	0.00094	0.00094	0.0194	0.00094	0.00094
gbgene6727	1449.33637570322	-3.98459791111237	0.944893580250906	-5.14235358307405	2.71317873575564e-07	0.00355100832935699	GO:0006629	lipid metabolic process	781	5	2.64	247	0.12039	0.12039	0.01628	0.2493	1	0.2491	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	GO:0004806	triglyceride lipase activity	44	3	0.23	4	0.00153	0.00153	0.00153	0.0834	0.00153	0.00153
gbgene6727	1449.33637570322	-3.98459791111237	0.944893580250906	-5.14235358307405	2.71317873575564e-07	0.00355100832935699	GO:0006629	lipid metabolic process	781	5	2.64	247	0.12039	0.12039	0.01628	0.2493	1	0.2491	GO:0005615	extracellular space	654	14	2.95	3	6.2e-07	0.00087	0.00087	6.8e-07	6.2e-07	6.2e-07	GO:0008970	phospholipase A1 activity	9	2	0.05	3	0.00094	0.00094	0.00094	0.0194	0.00094	0.00094
gbgene4711	7070.60798573771	-4.01443467701031	0.942188227240767	-5.12248447759511	3.01535925730651e-07	0.00394650219596276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene2067	915.678754494827	-4.00210584337453	0.943737979757946	-5.12102454462484	3.03880086211799e-07	0.00397718256834003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene9480	1457.18792941672	-3.96997781821185	0.945179836015965	-5.11895248837914	3.07237342236592e-07	0.00402112233519251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene4712	785.915686713268	-4.08687356930552	0.937467117871291	-5.08878912647311	3.60357049369454e-07	0.00471635306214741	GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	14	1	0.05	167	0.0464	0.0464	0.0464	0.0316	0.0464	0.0464	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	GO:0003713	transcription coactivator activity	120	2	0.63	34	0.1294	0.1294	0.1294	0.2532	0.1294	0.1294
gbgene4712	785.915686713268	-4.08687356930552	0.937467117871291	-5.08878912647311	3.60357049369454e-07	0.00471635306214741	GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	14	1	0.05	167	0.0464	0.0464	0.0464	0.0316	0.0464	0.0464	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	GO:0044390	ubiquitin-like protein conjugating enzyme binding	26	1	0.14	33	0.12727	0.12727	0.12727	0.0319	0.12727	0.12727
gbgene4712	785.915686713268	-4.08687356930552	0.937467117871291	-5.08878912647311	3.60357049369454e-07	0.00471635306214741	GO:0034244	negative regulation of transcription elongation from RNA polymerase II promoter	8	1	0.03	123	0.02677	0.02677	0.02677	0.1739	0.02677	0.02677	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	GO:0003713	transcription coactivator activity	120	2	0.63	34	0.1294	0.1294	0.1294	0.2532	0.1294	0.1294
gbgene4712	785.915686713268	-4.08687356930552	0.937467117871291	-5.08878912647311	3.60357049369454e-07	0.00471635306214741	GO:0034244	negative regulation of transcription elongation from RNA polymerase II promoter	8	1	0.03	123	0.02677	0.02677	0.02677	0.1739	0.02677	0.02677	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	GO:0044390	ubiquitin-like protein conjugating enzyme binding	26	1	0.14	33	0.12727	0.12727	0.12727	0.0319	0.12727	0.12727
gbgene4712	785.915686713268	-4.08687356930552	0.937467117871291	-5.08878912647311	3.60357049369454e-07	0.00471635306214741	GO:0045892	negative regulation of transcription, DNA-templated	430	5	1.46	82	0.01403	0.01403	0.00108	0.0445	0.04853	0.01403	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	GO:0003713	transcription coactivator activity	120	2	0.63	34	0.1294	0.1294	0.1294	0.2532	0.1294	0.1294
gbgene4712	785.915686713268	-4.08687356930552	0.937467117871291	-5.08878912647311	3.60357049369454e-07	0.00471635306214741	GO:0045892	negative regulation of transcription, DNA-templated	430	5	1.46	82	0.01403	0.01403	0.00108	0.0445	0.04853	0.01403	GO:0016604	nuclear body	369	8	1.66	8	0.00021	0.00021	1.6e-05	0.00022	0.00021	0.00021	GO:0044390	ubiquitin-like protein conjugating enzyme binding	26	1	0.14	33	0.12727	0.12727	0.12727	0.0319	0.12727	0.12727
gbgene2840	440.973625660176	-4.29717028131828	0.905933569946595	-5.08142430763488	3.74615284945386e-07	0.00490296484936522	GO:0042438	melanin biosynthetic process	23	2	0.08	51	0.00269	0.00269	0.00269	0.0386	0.00269	0.00269	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene2840	440.973625660176	-4.29717028131828	0.905933569946595	-5.08142430763488	3.74615284945386e-07	0.00490296484936522	GO:0060179	male mating behavior	92	3	0.31	54	0.00362	0.00362	0.03168	0.5364	0.00362	0.00362	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene4691	290.763863045396	-4.08199442682817	0.940147776334343	-5.06139905300188	4.16191081477223e-07	0.0054471088743739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene11592	1300.42561097184	2.31602309746157	0.461751235625325	5.01552369493645	5.28892056225181e-07	0.00692213923187517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene11962	11638.0330684713	-4.1973144647465	0.91430981879648	-5.01442605683783	5.31920032811018e-07	0.0069617693894306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0042302	structural constituent of cuticle	117	21	0.61	1	6.9e-28	6.9e-28	6.4e-28	2e-13	9.9e-28	6.9e-28
gbgene14914	36.3208027850273	2.96859143865777	0.589444829621147	4.9967139399141	5.8315473610232e-07	0.00763232918610716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005576	extracellular region	1371	23	6.17	2	3.1e-09	0.00045	0.00033	3.6e-09	4e-04	3.1e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene6556	276.711535354305	-3.9721840360153	0.801972993232067	-4.99197331222163	5.9765514791209e-07	0.00782211057587344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0036157	outer dynein arm	13	1	0.06	24	0.05702	0.05702	0.05702	0.41935	0.05702	0.05702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene883	135.664167005473	3.08556028878085	0.618012468112822	4.98254948575614	6.2751935341275e-07	0.00821297329746608	GO:0006629	lipid metabolic process	781	5	2.64	247	0.12039	0.12039	0.01628	0.2493	1	0.2491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO:0004768	stearoyl-CoA 9-desaturase activity	10	1	0.05	20	0.05097	0.05097	0.05097	1	0.05097	0.05097
gbgene10127	71.0704236906563	-3.75261316407618	0.752447410065832	-4.95933826433951	7.07337088998651e-07	0.00925762782081435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gbgene13992	15832.3698906476	-4.09001364305755	0.926827304673175	-4.94542638233809	7.59773796556539e-07	0.00994391944933198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
